Number of Clusters,Silhouette Score,DBCV Score,Combined Score,Number of Mispredicted Inputs,Number of Noisy Inputs,test_set,selection_metric,budget,model,threshold,Config
23,0.5256832838058472,0.3600866669222977,0.44288497536407245,133,5,udacity,nac,150,dave2v1,0.044,
30,0.4828746020793915,0.4406573621556739,0.4617659821175327,179,15,udacity,nac,200,dave2v1,0.044,
10,0.32271724939346313,,,43,1,udacity,lsa,50,dave2v1,0.044,
12,0.4682036340236664,0.27064274031358265,0.36942318716862454,87,3,udacity,lsa,100,dave2v1,0.044,
18,0.5128640532493591,0.46033186699085094,0.48659796012010503,136,5,udacity,lsa,150,dave2v1,0.044,
19,0.47842898964881897,0.4486993499506744,0.4635641697997467,183,5,udacity,lsa,200,dave2v1,0.044,
11,0.26628121733665466,0.25109067049884776,0.25868594391775124,37,3,udacity,std,50,dave2v1,0.044,
16,0.32863104343414307,0.279102667495486,0.3038668554648145,83,6,udacity,std,100,dave2v1,0.044,
22,0.3572489619255066,0.3036809299566101,0.33046494594105835,115,7,udacity,std,150,dave2v1,0.044,
34,0.33949014544487,0.23831732562622482,0.2889037355355474,155,14,udacity,std,200,dave2v1,0.044,
10,0.20920658111572266,0.09344767381851585,0.15132712746711924,35,10,udacity,pace,50,dave2v1,0.044,
21,0.3537959158420563,0.2507531223661646,0.3022745191041104,80,3,udacity,pace,100,dave2v1,0.044,
31,0.28821030259132385,0.20275511306888663,0.24548270783010523,119,14,udacity,pace,150,dave2v1,0.044,
28,0.3571277856826782,0.23787563853358729,0.29750171210813275,157,14,udacity,pace,200,dave2v1,0.044,
6,0.31538939476013184,0.2125080078183514,0.26394870128924164,25,2,udacity,dr,50,dave2v1,0.087,
8,0.3565090596675873,0.14508115420619283,0.25079510693689006,55,8,udacity,dr,100,dave2v1,0.087,
18,0.4068768620491028,0.3691349431289472,0.388005902589025,82,7,udacity,dr,150,dave2v1,0.087,
23,0.3457657992839813,0.2087142360787456,0.27724001768136347,116,10,udacity,dr,200,dave2v1,0.087,
8,0.1890108287334442,0.06030381826310089,0.12465732349827255,35,10,udacity,ces,50,dave2v1,0.087,
16,0.2666972577571869,0.29698444749373015,0.28184085262545855,80,7,udacity,ces,100,dave2v1,0.087,
17,0.3048000931739807,,,108,1,udacity,ces,150,dave2v1,0.087,
6,-0.08885857462882996,0.02716295034689931,-0.030847812140965325,138,5,udacity,ces,200,dave2v1,0.087,
9,0.233377605676651,0.25909832831504553,0.24623796699584827,28,3,udacity,est,50,dave2v1,0.087,
20,0.3343653678894043,0.24827044909973062,0.29131790849456746,74,7,udacity,est,100,dave2v1,0.087,
28,0.3880354166030884,0.2667873110805413,0.32741136384181485,111,10,udacity,est,150,dave2v1,0.087,
31,0.42161983251571655,0.3333261918521054,0.37747301218391094,135,4,udacity,est,200,dave2v1,0.087,
10,0.237925186753273,0.3551506687017087,0.2965379277274909,27,5,udacity,rnd,50,dave2v1,0.087,
16,0.20852544903755188,0.10094723605299888,0.15473634254527538,54,11,udacity,rnd,100,dave2v1,0.087,
22,0.30153751373291016,0.22872748395365977,0.26513249884328494,98,5,udacity,rnd,150,dave2v1,0.087,
27,0.41815394163131714,0.246603677435494,0.3323788095334056,128,5,udacity,rnd,200,dave2v1,0.087,
12,0.3007834851741791,0.15633989365005851,0.2285616894121188,41,10,udacity,ent,50,dave2v1,0.087,
16,0.4944652318954468,0.33079956095213864,0.4126323964237927,82,2,udacity,ent,100,dave2v1,0.087,
21,0.4900417625904083,0.38793734460377277,0.4389895535970906,124,8,udacity,ent,150,dave2v1,0.087,
33,0.47746020555496216,0.38426978044984056,0.43086499300240133,164,9,udacity,ent,200,dave2v1,0.087,
2,0.15622591972351074,0.13023113368599998,0.14322852670475536,8,4,udacity,gini,50,dave2v1,0.087,
5,0.13850264251232147,,,18,1,udacity,gini,100,dave2v1,0.087,
10,0.3719661235809326,0.3035632369582445,0.33776468026958856,29,3,udacity,gini,150,dave2v1,0.087,
11,0.4393169581890106,0.38882735126806856,0.4140721547285396,36,2,udacity,gini,200,dave2v1,0.087,
8,0.2487206608057022,0.07265689728232705,0.16068877904401463,30,4,udacity,gd,50,dave2v1,0.087,
21,0.31053289771080017,0.1723941161413418,0.241463506926071,65,8,udacity,gd,100,dave2v1,0.087,
22,0.31546270847320557,0.2114996482268346,0.26348117835002005,98,8,udacity,gd,150,dave2v1,0.087,
25,0.39578163623809814,0.2515195166848994,0.32365057646149875,120,12,udacity,gd,200,dave2v1,0.087,
10,0.33301180601119995,0.23067323861408878,0.2818425223126444,40,7,udacity,kmnc,50,dave2v1,0.087,
16,0.3683149814605713,0.2582712773449364,0.31329312940275383,80,9,udacity,kmnc,100,dave2v1,0.087,
13,0.3452485203742981,0.16495014467295407,0.2550993325236261,119,2,udacity,kmnc,150,dave2v1,0.087,
26,0.4774031639099121,0.3404108566454741,0.4089070102776931,159,7,udacity,kmnc,200,dave2v1,0.087,
9,0.3308566212654114,0.2238563055677869,0.27735646341659914,42,3,udacity,nac,50,dave2v1,0.087,
19,0.4752523601055145,0.38457226063088545,0.4299123103682,81,4,udacity,nac,100,dave2v1,0.087,
28,0.41535648703575134,0.29437811323903595,0.35486730013739365,122,10,udacity,nac,150,dave2v1,0.087,
30,0.5134146809577942,0.43579622356659176,0.474605452262193,159,10,udacity,nac,200,dave2v1,0.087,
10,0.31756484508514404,0.11506826625265665,0.21631655566890035,37,3,udacity,lsa,50,dave2v1,0.087,
19,0.22409741580486298,0.12165961480969875,0.17287851530728088,78,11,udacity,lsa,100,dave2v1,0.087,
19,0.4897013306617737,0.39530165624435404,0.4425014934530639,125,5,udacity,lsa,150,dave2v1,0.087,
35,0.3435429036617279,0.18597652700650927,0.2647597153341186,164,10,udacity,lsa,200,dave2v1,0.087,
7,0.20362488925457,0.08796820734849067,0.14579654830153033,24,9,udacity,std,50,dave2v1,0.087,
12,0.3008955717086792,0.22668634305296595,0.2637909573808226,66,4,udacity,std,100,dave2v1,0.087,
25,0.3017778992652893,0.22856452429597368,0.2651712117806315,84,8,udacity,std,150,dave2v1,0.087,
20,0.28560858964920044,0.15946009948774628,0.22253434456847337,117,11,udacity,std,200,dave2v1,0.087,
7,0.2153327465057373,0.17330699366818214,0.19431987008695972,24,2,udacity,pace,50,dave2v1,0.087,
18,0.2696065306663513,0.16568755355063797,0.21764704210849464,61,10,udacity,pace,100,dave2v1,0.087,
21,0.29761046171188354,0.16433745227570531,0.23097395699379442,87,13,udacity,pace,150,dave2v1,0.087,
20,0.3904181718826294,0.2944401402001466,0.342429156041388,122,10,udacity,pace,200,dave2v1,0.087,
6,0.273780882358551,0.12278854607542442,0.19828471421698773,20,2,udacity,dr,50,dave2v1,0.131,
10,0.3362198770046234,0.19851749796399903,0.2673686874843112,44,4,udacity,dr,100,dave2v1,0.131,
9,0.6002127528190613,,,62,1,udacity,dr,150,dave2v1,0.131,
14,0.5045484900474548,0.42912965567471845,0.4668390728610866,85,2,udacity,dr,200,dave2v1,0.131,
7,0.2206360548734665,0.18437730717275977,0.20250668102311314,26,3,udacity,ces,50,dave2v1,0.131,
17,0.2931332588195801,0.15708419451243627,0.22510872666600817,68,6,udacity,ces,100,dave2v1,0.131,
12,0.25096285343170166,,,84,1,udacity,ces,150,dave2v1,0.131,
11,0.079872727394104,0.1749859686650723,0.12742934802958816,119,3,udacity,ces,200,dave2v1,0.131,
6,0.17658080160617828,0.0551012790559554,0.11584104033106685,22,5,udacity,est,50,dave2v1,0.131,
15,0.34776467084884644,0.1763247320576171,0.2620447014532318,63,4,udacity,est,100,dave2v1,0.131,
22,0.3467659652233124,0.2888542003853246,0.3178100828043185,87,8,udacity,est,150,dave2v1,0.131,
25,0.33605462312698364,0.18183588266811754,0.2589452528975506,102,13,udacity,est,200,dave2v1,0.131,
5,0.11479707807302475,0.06868947967936961,0.09174327887619718,19,3,udacity,rnd,50,dave2v1,0.131,
14,0.3186498284339905,0.27314749223510393,0.2958986603345472,43,2,udacity,rnd,100,dave2v1,0.131,
20,0.2467685490846634,0.16005163880113238,0.20341009394289788,75,12,udacity,rnd,150,dave2v1,0.131,
18,0.3074442148208618,0.20494804748363826,0.25619613115225004,88,11,udacity,rnd,200,dave2v1,0.131,
10,0.3363770544528961,0.1736057431114052,0.25499139878215066,34,5,udacity,ent,50,dave2v1,0.131,
14,0.34352821111679077,0.37103362758322633,0.35728091935000855,67,14,udacity,ent,100,dave2v1,0.131,
22,0.4004000127315521,0.2154040199982606,0.30790201636490633,104,11,udacity,ent,150,dave2v1,0.131,
26,0.5140806436538696,0.412451810025339,0.4632662268396043,138,12,udacity,ent,200,dave2v1,0.131,
3,0.16170534491539001,,,8,1,udacity,gini,50,dave2v1,0.131,
4,0.11179745942354202,0.11828169420907872,0.11503957681631037,16,4,udacity,gini,100,dave2v1,0.131,
7,0.3183264136314392,0.22289380594099933,0.27061010978621924,22,4,udacity,gini,150,dave2v1,0.131,
7,0.27461332082748413,0.17450370436249088,0.2245585125949875,23,6,udacity,gini,200,dave2v1,0.131,
5,0.12147869169712067,0.04391957836472113,0.0826991350309209,25,0,udacity,gd,50,dave2v1,0.131,
10,0.28378593921661377,0.09645884450025287,0.19012239185843333,48,7,udacity,gd,100,dave2v1,0.131,
17,0.3345109820365906,0.19624509178951507,0.26537803691305284,68,4,udacity,gd,150,dave2v1,0.131,
23,0.3683721125125885,0.23842163234868688,0.3033968724306377,91,8,udacity,gd,200,dave2v1,0.131,
10,0.3127710223197937,0.21433236472117226,0.26355169352048297,36,3,udacity,kmnc,50,dave2v1,0.131,
14,0.440958708524704,0.35902817719771596,0.39999344286120997,68,4,udacity,kmnc,100,dave2v1,0.131,
14,0.4264630079269409,0.2611325726224845,0.3437977902747127,102,2,udacity,kmnc,150,dave2v1,0.131,
19,0.4358775019645691,0.3426754839201242,0.3892764929423467,137,3,udacity,kmnc,200,dave2v1,0.131,
11,0.27154165506362915,0.23145477570013526,0.2514982153818822,39,6,udacity,nac,50,dave2v1,0.131,
13,0.41153082251548767,0.2663593191456732,0.33894507083058045,71,8,udacity,nac,100,dave2v1,0.131,
17,0.5617399215698242,0.4807589179478814,0.5212494197588529,109,2,udacity,nac,150,dave2v1,0.131,
23,0.4764787256717682,0.35144209464223497,0.4139604101570016,143,14,udacity,nac,200,dave2v1,0.131,
7,0.3401889204978943,0.2540659887551868,0.29712745462654055,29,2,udacity,lsa,50,dave2v1,0.131,
15,0.3004399538040161,0.2403965402576554,0.2704182470308357,69,9,udacity,lsa,100,dave2v1,0.131,
18,0.4473589360713959,0.32308773611697095,0.3852233360941834,110,10,udacity,lsa,150,dave2v1,0.131,
18,0.606189489364624,0.5063776141582865,0.5562835517614553,145,0,udacity,lsa,200,dave2v1,0.131,
4,0.16013981401920319,0.3268102958932329,0.24347505495621805,16,4,udacity,std,50,dave2v1,0.131,
11,0.1472312957048416,0.05422357544761496,0.10072743557622829,48,20,udacity,std,100,dave2v1,0.131,
15,0.3253119885921478,0.2087390857833101,0.267025537187729,57,9,udacity,std,150,dave2v1,0.131,
8,-0.05081463232636452,0.016356509770948578,-0.01722906127770797,90,2,udacity,std,200,dave2v1,0.131,
7,0.20639929175376892,0.11425995534204475,0.16032962354790684,19,4,udacity,pace,50,dave2v1,0.131,
13,0.3008491098880768,0.15736590322965935,0.22910750655886808,47,10,udacity,pace,100,dave2v1,0.131,
10,0.04297139123082161,0.13030822495197694,0.08663980809139928,66,2,udacity,pace,150,dave2v1,0.131,
19,0.3195306956768036,0.23176398815739568,0.2756473419170996,88,13,udacity,pace,200,dave2v1,0.131,
2,0.13561363518238068,-0.005124620992214453,0.06524450709508312,9,5,udacity,dr,50,dave2v1,0.175,
7,0.2943372428417206,0.23639090897388998,0.2653640759078053,26,4,udacity,dr,100,dave2v1,0.175,
9,0.4193364381790161,0.3245535441031014,0.3719449911410587,36,0,udacity,dr,150,dave2v1,0.175,
13,0.30488088726997375,0.25023857986903064,0.2775597335695022,51,6,udacity,dr,200,dave2v1,0.175,
4,0.14311373233795166,0.044645945763845285,0.09387983905089847,22,10,udacity,ces,50,dave2v1,0.175,
11,0.26210567355155945,0.14956149595496457,0.20583358475326202,49,7,udacity,ces,100,dave2v1,0.175,
12,0.3497205674648285,0.18025540140036037,0.2649879844325944,70,3,udacity,ces,150,dave2v1,0.175,
21,0.38238266110420227,0.40308080799551665,0.39273173454985943,99,9,udacity,ces,200,dave2v1,0.175,
5,0.13500601053237915,0.22926000122621581,0.18213300587929748,18,3,udacity,est,50,dave2v1,0.175,
13,0.29349422454833984,0.16952348452854674,0.23150885453844328,54,11,udacity,est,100,dave2v1,0.175,
16,0.3291242718696594,0.24933455146171507,0.2892294116656873,65,3,udacity,est,150,dave2v1,0.175,
18,0.3177695870399475,0.20107419730829978,0.25942189217412365,72,7,udacity,est,200,dave2v1,0.175,
5,0.16814908385276794,,,13,1,udacity,rnd,50,dave2v1,0.175,
6,0.10364919900894165,0.06567985822421155,0.0846645286165766,34,0,udacity,rnd,100,dave2v1,0.175,
10,0.18047775328159332,0.08434486517256981,0.13241130922708155,52,7,udacity,rnd,150,dave2v1,0.175,
11,0.3016449213027954,0.12360240813238586,0.21262366471759064,63,2,udacity,rnd,200,dave2v1,0.175,
9,0.3515566885471344,,,30,1,udacity,ent,50,dave2v1,0.175,
14,0.47081202268600464,0.35436378048429823,0.41258790158515146,57,5,udacity,ent,100,dave2v1,0.175,
24,0.3958088159561157,0.314548907135488,0.35517886154580186,88,13,udacity,ent,150,dave2v1,0.175,
24,0.46556854248046875,0.43844479687919047,0.4520066696798296,118,8,udacity,ent,200,dave2v1,0.175,
0,-1.0,-1.0,-1.0,5,5,udacity,gini,50,dave2v1,0.175,
4,0.21332459151744843,0.15542666784871934,0.18437562968308388,12,2,udacity,gini,100,dave2v1,0.175,
3,0.10648497194051743,0.0029997494655416776,0.054742360703029555,13,5,udacity,gini,150,dave2v1,0.175,
4,0.14643101394176483,,,14,1,udacity,gini,200,dave2v1,0.175,
5,0.17960864305496216,0.08298053880524317,0.13129459093010265,18,3,udacity,gd,50,dave2v1,0.175,
6,0.12462504953145981,0.16238627983750537,0.1435056646844826,34,3,udacity,gd,100,dave2v1,0.175,
14,0.2898886501789093,0.24412695242001667,0.267007801299463,48,2,udacity,gd,150,dave2v1,0.175,
18,0.323762446641922,0.21369659815398026,0.2687295223979511,68,9,udacity,gd,200,dave2v1,0.175,
11,0.3228495121002197,0.1925498196787422,0.25769966588948096,34,5,udacity,kmnc,50,dave2v1,0.175,
16,0.3305581212043762,0.20245303845626278,0.26650557983031953,58,8,udacity,kmnc,100,dave2v1,0.175,
13,0.3279460668563843,0.3107235740380975,0.31933482044724093,85,5,udacity,kmnc,150,dave2v1,0.175,
26,0.36918550729751587,0.2779468043252262,0.32356615581137105,115,14,udacity,kmnc,200,dave2v1,0.175,
10,0.30799734592437744,0.25046192416120266,0.2792296350427901,34,5,udacity,nac,50,dave2v1,0.175,
11,0.44945839047431946,0.312801820913822,0.38113010569407074,61,4,udacity,nac,100,dave2v1,0.175,
17,0.42262789607048035,0.25039538062852984,0.3365116383495051,95,7,udacity,nac,150,dave2v1,0.175,
18,0.5014824271202087,0.38000889874493854,0.44074566293257367,125,7,udacity,nac,200,dave2v1,0.175,
7,0.37400734424591064,0.2945148566880492,0.33426110046697993,25,2,udacity,lsa,50,dave2v1,0.175,
12,0.3546516001224518,0.2987437776441367,0.3266976888832942,60,8,udacity,lsa,100,dave2v1,0.175,
15,0.4894636869430542,0.3441449898149102,0.41680433837898223,96,5,udacity,lsa,150,dave2v1,0.175,
19,0.4331750273704529,0.31406546106325534,0.37362024421685414,127,9,udacity,lsa,200,dave2v1,0.175,
3,0.16566628217697144,0.09914233344804846,0.13240430781250995,11,3,udacity,std,50,dave2v1,0.175,
7,0.27136319875717163,0.3268642172224482,0.2991137079898099,39,5,udacity,std,100,dave2v1,0.175,
10,0.3177861273288727,0.21963445194498465,0.26871028963692867,40,8,udacity,std,150,dave2v1,0.175,
11,0.2608550786972046,0.09484644298347647,0.17785076084034052,62,0,udacity,std,200,dave2v1,0.175,
5,0.2302616834640503,0.10147850136434408,0.1658700924141972,14,2,udacity,pace,50,dave2v1,0.175,
4,-0.06893781572580338,,,35,1,udacity,pace,100,dave2v1,0.175,
15,0.2518807053565979,0.1615742908071168,0.20672749808185736,49,8,udacity,pace,150,dave2v1,0.175,
14,0.3073687255382538,0.1693414620809068,0.2383550938095803,61,6,udacity,pace,200,dave2v1,0.175,
1,0.18052798509597778,0.02897154246646566,0.10474976378122172,4,2,udacity,dr,50,dave2v1,0.218,
5,0.20197714865207672,,,12,1,udacity,dr,100,dave2v1,0.218,
3,0.22730368375778198,0.12275381389915485,0.17502874882846842,15,7,udacity,dr,150,dave2v1,0.218,
7,0.30060118436813354,0.13194924101675404,0.2162752126924438,26,4,udacity,dr,200,dave2v1,0.218,
4,0.16769053041934967,0.2404705402417603,0.20408053533055498,18,3,udacity,ces,50,dave2v1,0.218,
7,0.21213248372077942,0.16255106338676925,0.18734177355377435,34,8,udacity,ces,100,dave2v1,0.218,
9,0.29285743832588196,0.256364337951373,0.27461088813862744,58,2,udacity,ces,150,dave2v1,0.218,
19,0.30408966541290283,0.17578290742361757,0.2399362864182602,75,19,udacity,ces,200,dave2v1,0.218,
5,0.2386702597141266,,,13,1,udacity,est,50,dave2v1,0.218,
8,0.27972573041915894,0.14911145664192121,0.21441859353054007,43,6,udacity,est,100,dave2v1,0.218,
15,0.2767927050590515,0.17886633929945708,0.22782952217925428,57,6,udacity,est,150,dave2v1,0.218,
15,0.3619057834148407,0.30082455225230054,0.3313651678335706,58,4,udacity,est,200,dave2v1,0.218,
2,0.12631413340568542,,,9,1,udacity,rnd,50,dave2v1,0.218,
7,0.2521118223667145,0.07713284060434106,0.16462233148552777,22,0,udacity,rnd,100,dave2v1,0.218,
9,0.24920865893363953,0.054054581196194086,0.15163162006491682,36,2,udacity,rnd,150,dave2v1,0.218,
12,0.36940646171569824,0.2220681637542017,0.29573731273494996,42,3,udacity,rnd,200,dave2v1,0.218,
8,0.21345314383506775,0.19073871353396804,0.2020959286845179,23,4,udacity,ent,50,dave2v1,0.218,
10,0.4157601296901703,0.46003972528417214,0.4378999274871712,40,4,udacity,ent,100,dave2v1,0.218,
17,0.36074671149253845,0.26471651551804215,0.31273161350529033,63,8,udacity,ent,150,dave2v1,0.218,
22,0.3758528530597687,0.258819744639422,0.31733629884959536,91,14,udacity,ent,200,dave2v1,0.218,
0,-1.0,-1.0,-1.0,3,3,udacity,gini,50,dave2v1,0.218,
3,0.13019011914730072,,,8,1,udacity,gini,100,dave2v1,0.218,
1,0.12729276716709137,-0.0243034978908737,0.051494634638108834,9,6,udacity,gini,150,dave2v1,0.218,
3,0.17298196256160736,0.05112391262965743,0.1120529375956324,9,3,udacity,gini,200,dave2v1,0.218,
3,0.2322368025779724,0.11545154033641866,0.17384417145719555,11,4,udacity,gd,50,dave2v1,0.218,
4,0.22751213610172272,0.07052211938069344,0.14901712774120807,22,0,udacity,gd,100,dave2v1,0.218,
